"K00001" "alcohol dehydrogenase [EC:1.1.1.1]"
"K18277" "trimethylamine monooxygenase [EC:1.14.13.148]"
"K18282" "cyanide dihydratase [EC:3.5.5.-]"
"K18284" "adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]"
"K18285" "aminodeoxyfutalosine synthase [EC:2.5.1.120]"
"K18286" "aminodeoxyfutalosine deaminase [EC:3.5.4.40]"
"K18287" "2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase [EC:4.1.2.56]"
"K18288" "itaconate CoA-transferase [EC:2.8.3.-]"
"K18289" "itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]"
"K18290" "itaconyl-CoA hydratase [EC:4.2.1.56]"
"K18291" "itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-]"
"K18292" "(S)-citramalyl-CoA lyase [EC:4.1.3.25]"
"K18293" "p-cymene methyl-monooxygenase electron transfer component [EC:1.18.1.3]"
"K18294" "TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor"
"K18295" "membrane fusion protein, multidrug efflux system"
"K18296" "multidrug efflux pump"
"K18297" "LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator"
"K18298" "membrane fusion protein, multidrug efflux system"
"K18299" "multidrug efflux pump"
"K18300" "outer membrane protein, multidrug efflux system"
"K18301" "TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor"
"K18302" "membrane fusion protein, multidrug efflux system"
"K18303" "multidrug efflux pump"
"K18304" "LuxR family transcriptional regulator, quorum-sensing system regulator LasR"
"K18305" "transmembrane protein"
"K18306" "membrane fusion protein, multidrug efflux system"
"K18307" "multidrug efflux pump"
"K18308" "outer membrane protein, multidrug efflux system"
"K18313" "succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20]"
"K18314" "(R)-citramalyl-CoA lyase [EC:4.1.3.46]"
"K18316" "carbapenam-3-carboxylate synthase [EC:6.3.3.6]"
"K18317" "carboxymethylproline synthase [EC:2.3.1.226]"
"K18320" "transposase, IS6 family"
"K18321" "membrane fusion protein, multidrug efflux system"
"K18322" "multidrug efflux pump"
"K18323" "outer membrane protein, multidrug efflux system"
"K18324" "multidrug efflux pump"
"K18325" "AraC family of transcriptional regulator, multidrug resistance transcriptional activator"
"K18326" "MFS transporter, DHA2 family, multidrug resistance protein"
"K18330" "NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]"
"K18331" "NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]"
"K18332" "NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]"
"K18333" "L-fucose dehydrogenase"
"K18334" "L-fuconate dehydratase [EC:4.2.1.68]"
"K18335" "2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]"
"K18336" "2,4-diketo-3-deoxy-L-fuconate hydrolase [EC:3.7.1.-]"
"K18337" "L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]"
"K18344" "two-component system, OmpR family, response regulator VanR"
"K18345" "two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"
"K18346" "vancomycin resistance protein VanW"
"K18347" "D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]"
"K18348" "serine/alanine racemase [EC:5.1.1.18 5.1.1.1]"
"K18349" "two-component system, OmpR family, response regulator VanR"
"K18350" "two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"
"K18351" "two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"
"K18352" "two-component system, OmpR family, response regulator VanR"
"K18353" "vancomycin resistance protein VanJ"
"K18354" "vancomycin resistance protein VanK"
"K18359" "phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]"
"K18361" "phenylacetyl-CoA:acceptor oxidoreductase [EC:1.17.5.1 3.1.2.25]"
"K18362" "phenylacetyl-CoA:acceptor oxidoreductase 27-kDa subunit"
"K18363" "phenylacetyl-CoA:acceptor oxidoreductase 26-kDa subunit"
"K18364" "2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]"
"K18365" "4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]"
"K18366" "acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]"
"K18367" "CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]"
"K18369" "alcohol dehydrogenase [EC:1.1.1.-]"
"K18370" "alcohol dehydrogenase [EC:1.1.1.-]"
"K18371" "acetone monooxygenase (methyl acetate-forming) [EC:1.14.13.226]"
"K18372" "methyl acetate hydrolase [EC:3.1.1.-]"
"K18373" "type III secretion protein HrpB1"
"K18374" "type III secretion inner rod protein HrpB2"
"K18376" "type III secretion translocon protein HrpF"
"K18377" "lysozyme-related protein Hpa2"
"K18380" "type III secretion control protein HpaB"
"K18381" "type III secretion control protein HpaP"
"K18382" "NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]"
"K18383" "trans-feruloyl-CoA hydratase / vanillin synthase [EC:4.2.1.101 4.1.2.41]"
"K18399" "valacyclovir hydrolase [EC:3.1.-.-]"
"K18425" "3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
"K18427" "4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]"
"K18428" "4-hydroxyphenylacetate decarboxylase small subunit [EC:4.1.1.83]"
"K18429" "GDP/UDP-N,N-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]"
"K18430" "N,N-diacetyllegionaminate synthase [EC:2.5.1.101]"
"K18431" "CMP-N,N-diacetyllegionaminic acid synthase [EC:2.7.7.82]"
"K18433" "type IV secretion system T-DNA border endonuclease VirD1"
"K18434" "type IV secretion system T-DNA border endonuclease VirD2"
"K18444" "two-component system, glycerol uptake and utilization response regulator"
"K18445" "diadenosine hexaphosphate hydrolase (ATP-forming) [EC:3.6.1.61]"
"K18446" "triphosphatase [EC:3.6.1.25]"
"K18454" "chitin disaccharide deacetylase [EC:3.5.1.105]"
"K18455" "mycothiol S-conjugate amidase [EC:3.5.1.115]"
"K18456" "8-oxoguanine deaminase [EC:3.5.4.32]"
"K18457" "L-proline amide hydrolase [EC:3.5.1.101]"
"K18459" "guanidinopropionase [EC:3.5.3.17]"
"K18471" "methylglyoxal reductase [EC:1.1.1.-]"
"K18472" "acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"K18473" "acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180]"
"K18474" "trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]"
"K18475" "lysine-N-methylase [EC:2.1.1.-]"
"K18476" "TetR/AcrR family transcriptional regulator, tetracycline repressor protein"
"K18478" "sulfofructose kinase [EC:2.7.1.184]"
"K18479" "sulfoquinovose isomerase [EC:5.3.1.31]"
"K18480" "cholesterol transport system auxiliary component"
"K18481" "Mce-associated membrane protein"
"K18500" "heterodisulfide reductase cytochrome b-like subunit"
"K18501" "heterodisulfide reductase iron-sulfur subunit"
"K18530" "putative aminopeptidase FrvX [EC:3.4.11.-]"
"K18531" "putative frv operon regulatory protein"
"K18534" "MPBQ/MSBQ methyltransferase [EC:2.1.1.295]"
"K18535" "putative oxidoreductase"
"K18537" "putative methyltransferase"
"K18540" "(R)-amidase [EC:3.5.1.100]"
"K18541" "mandelamide amidase [EC:3.5.1.86]"
"K18545" "streptogrisin B [EC:3.4.21.81]"
"K18546" "streptogrisin C [EC:3.4.21.-]"
"K18547" "streptogrisin D [EC:3.4.21.-]"
"K18552" "MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein"
"K18553" "MFS transporter, DHA1 family, chloramphenicol resistance protein"
"K18554" "chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]"
"K18555" "fluoroquinolone resistance protein"
"K18556" "NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]"
"K18560" "NADH-dependent fumarate reductase subunit E"
"K18563" "methyltransferase [EC:2.1.1.-]"
"K18564" "methyltransferase [EC:2.1.1.-]"
"K18567" "MFS transporter, DHA1 family, purine base/nucleoside efflux pump"
"K18568" "CoA pyrophosphatase [EC:3.6.1.-]"
"K18569" "hydrolase [EC:3.1.3.-]"
"K18572" "putative pantetheine hydrolase [EC:3.5.1.-]"
"K18574" "Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]"
"K18579" "galactan endo-1,6-beta-galactosidase [EC:3.2.1.164]"
"K18581" "unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]"
"K18582" "carbapenam-3-carboxylate synthase [EC:6.3.3.6]"
"K18586" "ubiquinone biosynthesis protein COQ4"
"K18587" "ubiquinone biosynthesis protein COQ9"
"K18588" "coenzyme Q-binding protein COQ10"
"K18589" "dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]"
"K18590" "dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]"
"K18591" "dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]"
"K18593" "4-hydroxybutyryl-CoA synthetase (ADP-forming) [EC:6.2.1.-]"
"K18594" "3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-]"
"K18603" "acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]"
"K18604" "acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"K18607" "pyridoxine 4-oxidase [EC:1.1.3.12]"
"K18608" "pyridoxamine---pyruvate transaminase [EC:2.6.1.30]"
"K18609" "pyridoxal 4-dehydrogenase [EC:1.1.1.107]"
"K18610" "4-pyridoxolactonase [EC:3.1.1.27]"
"K18611" "4-pyridoxate dehydrogenase [EC:1.1.99.42]"
"K18612" "5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate dehydrogenase [EC:1.2.1.-]"
"K18613" "3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]"
"K18614" "2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]"
"K18640" "plasmid segregation protein ParM"
"K18649" "inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]"
"K18650" "exo-poly-alpha-galacturonosidase [EC:3.2.1.82]"
"K18652" "glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361]"
"K18653" "3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104]"
"K18654" "kanosamine-6-phosphate phosphatase [EC:3.1.3.92]"
"K18657" "cell division protein ZapC"
"K18660" "malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"K18661" "malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"K18662" "malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"K18672" "diadenylate cyclase [EC:2.7.7.85]"
"K18673" "beta-glucoside kinase [EC:2.7.1.85]"
"K18675" "N,N-diacetylchitobiose phosphorylase [EC:2.4.1.280]"
"K18676" "glucosamine kinase [EC:2.7.1.8]"
"K18677" "galacturonokinase [EC:2.7.1.44]"
"K18678" "phytol kinase [EC:2.7.1.182]"
"K18682" "ribonucrease Y [EC:3.1.-.-]"
"K18687" "HIP---CoA ligase [EC:6.2.1.41]"
"K18688" "3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]"
"K18691" "membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]"
"K18692" "ATP-dependent RNA helicase CshB [EC:3.6.4.13]"
"K18697" "phosphatidylglycerophosphatase C [EC:3.1.3.27]"
"K18698" "beta-lactamase class A TEM [EC:3.5.2.6]"
"K18699" "beta-lactamase class A SHV [EC:3.5.2.6]"
"K18700" "fluoroacetyl-CoA thioesterase [EC:3.1.2.29]"
"K18701" "arsenate-mycothiol transferase [EC:2.8.4.2]"
"K18702" "CoA:oxalate CoA-transferase [EC:2.8.3.19]"
"K18703" "succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]"
"K18704" "CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]"
"K18707" "threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]"
"K18765" "RNase E specificity factor CsrD"
"K18766" "beta-lactamase class A BlaZ [EC:3.5.2.6]"
"K18767" "beta-lactamase class A CTX-M [EC:3.5.2.6]"
"K18768" "beta-lactamase class A KPC [EC:3.5.2.6]"
"K18770" "penicillin-binding protein 4 [EC:2.4.1.129 3.4.16.4]"
"K18775" "levanbiose-producing levanase [EC:3.2.1.64]"
"K18778" "cell division protein ZapD"
"K18781" "metallo-beta-lactamase class B VIM [EC:3.5.2.6]"
"K18782" "metallo-beta-lactamase class B IMP [EC:3.5.2.6]"
"K18783" "nigerose phosphorylase [EC:2.4.1.279]"
"K18785" "beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"
"K18786" "cellobionic acid phosphorylase [EC:2.4.1.321]"
"K18788" "UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:2.4.1.303]"
"K18791" "beta-lactamase class D OXA-2 [EC:3.5.2.6]"
"K18792" "beta-lactamase class D OXA-10 [EC:3.5.2.6]"
"K18793" "beta-lactamase class D OXA-23 [EC:3.5.2.6]"
"K18794" "beta-lactamase class D OXA-51 [EC:3.5.2.6]"
"K18796" "beta-lactamase class A LEN [EC:3.5.2.6]"
"K18797" "beta-lactamase class A PER [EC:3.5.2.6]"
"K18799" "O-antigen flippase"
"K18800" "2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]"
"K18802" "glutamine amidotransferase"
"K18814" "putative inorganic carbon (hco3(-)) transporter"
"K18815" "aminoglycoside 6-N-acetyltransferase I [EC:2.3.1.82]"
"K18816" "aminoglycoside 6-N-acetyltransferase I [EC:2.3.1.82]"
"K18817" "hygromycin-B 4-O-kinase [EC:2.7.1.163]"
"K18820" "oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161]"
"K18821" "lipoyl amidotransferase [EC:2.3.1.200]"
"K18824" "dihydropteroate synthase type 2 [EC:2.5.1.15]"
"K18825" "dihydropteroate synthase type 3 [EC:2.5.1.15]"
"K18827" "O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]"
"K18828" "tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
"K18829" "antitoxin VapB"
"K18830" "HTH-type transcriptional regulator / antitoxin PezA"
"K18831" "HTH-type transcriptional regulator / antitoxin HigA"
"K18833" "MFS transporter, DHA3 family, multidrug efflux protein"
"K18837" "cytoskeleton-binding toxin CbtA and related proteins"
"K18838" "cytoskeleton bundling-enhancing protein CbeA and related proteins"
"K18839" "toxin GhoT"
"K18840" "antitoxin GhoS"
"K18841" "mRNA interferase ChpB [EC:3.1.-.-]"
"K18842" "antitoxin ChpS"
"K18843" "antitoxin HicB"
"K18844" "spectinomycin phosphotransferase"
"K18845" "16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:2.1.1.179]"
"K18847" "fluorothreonine transaldolase [EC:2.2.1.8]"
"K18850" "50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]"
"K18851" "diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]"
"K18853" "dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]"
"K18855" "UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]"
"K18856" "D-alanine---D-serine ligase [EC:6.3.2.35]"
"K18862" "small toxic polypeptide LdrA/B/C/D"
"K18866" "zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]"
"K18879" "type III effector protein XopD"
"K18887" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18888" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18889" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18890" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18891" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18892" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18893" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18894" "ATP-binding cassette, subfamily B, multidrug efflux pump"
"K18895" "ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter"
"K18896" "glycine/sarcosine N-methyltransferase [EC:2.1.1.156]"
"K18897" "sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]"
"K18898" "membrane fusion protein, multidrug efflux system"
"K18899" "multidrug efflux pump"
"K18900" "LysR family transcriptional regulator, regulator for bpeEF and oprC"
"K18901" "membrane fusion protein, multidrug efflux system"
"K18902" "multidrug efflux pump"
"K18903" "outer membrane protein, multidrug efflux system"
"K18904" "outer membrane protein, multidrug efflux system"
"K18905" "TetR/AcrR family transcriptional regulator, repressor of the ameABC operon"
"K18906" "MarR family transcriptional regulator, multiple gene regulator MgrA"
"K18907" "GntR family transcriptional regulator, regulator for abcA and norABC"
"K18908" "multidrug efflux pump"
"K18909" "MarR family transcriptional regulator, repressor for mepA"
"K18910" "D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]"
"K18911" "L-histidine Nalpha-methyltransferase [EC:2.1.1.44]"
"K18912" "gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]"
"K18913" "hercynylcysteine S-oxide lyase [EC:4.4.1.36]"
"K18915" "ferric-chelate reductase [NAD(P)H] [EC:1.16.1.10]"
"K18916" "phosphonate dehydrogenase [EC:1.20.1.1]"
"K18917" "mycoredoxin [EC:1.20.4.3]"
"K18918" "RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB"
"K18919" "protein HokC/D"
"K18920" "protein HokA"
"K18921" "protein HokB"
"K18922" "protein HokE"
"K18923" "antitoxin StbD"
"K18924" "paired small multidrug resistance pump"
"K18925" "paired small multidrug resistance pump"
"K18926" "MFS transporter, DHA2 family, lincomycin resistance protein"
"K18927" "LysR family transcriptional regulator, L-lactate utilization regulator"
"K18928" "L-lactate dehydrogenase complex protein LldE"
"K18929" "L-lactate dehydrogenase complex protein LldF"
"K18930" "D-lactate dehydrogenase"
"K18931" "AMP phosphorylase [EC:2.4.2.57]"
"K18933" "tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]"
"K18934" "MFS transporter, DHA2 family, multidrug resistance protein"
"K18935" "MFS transporter, DHA2 family, multidrug resistance protein"
"K18936" "MFS transporter, DHA2 family, multidrug resistance protein"
"K18938" "TetR/AcrR family transcriptional regulator, repressor for qacA"
"K18939" "TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor"
"K18940" "two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]"
"K18941" "two-component system, OmpR family, response regulator ArlR"
"K18954" "AraC family transcriptional regulator, transcriptional activator of pobA"
"K18955" "WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
"K18958" "WhiB family transcriptional regulator, redox-sensing transcriptional regulator"
"K18967" "diguanylate cyclase [EC:2.7.7.65]"
"K18968" "diguanylate cyclase [EC:2.7.7.65]"
"K18971" "beta-lactamase class D OXA-24 [EC:3.5.2.6]"
"K18972" "beta-lactamase class D OXA-58 [EC:3.5.2.6]"
"K18973" "beta-lactamase class D OXA-50 [EC:3.5.2.6]"
"K18974" "dihydropteroate synthase type 1 [EC:2.5.1.15]"
"K18975" "small multidrug resistance pump"
"K18976" "beta-lactamase class D OXA-48 [EC:3.5.2.6]"
"K18978" "glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]"
"K18979" "epoxyqueuosine reductase [EC:1.17.99.6]"
"K18981" "uronate dehydrogenase [EC:1.1.1.203]"
"K18982" "D-galactarolactone isomerase [EC:5.4.1.4]"
"K18983" "D-galactarolactone cycloisomerase [EC:5.5.1.27]"
"K18984" "secretion system chaperone SsaE"
"K18986" "two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]"
"K18987" "two-component system, OmpR family, response regulator Irr"
"K18988" "serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]"
"K18989" "multidrug efflux pump"
"K18990" "membrane fusion protein, multidrug efflux system"
"K18991" "AraC family transcriptional regulator, activator of mtrCDE"
"K18992" "TetR/AcrR family transcriptional regulator, cmeABC operon repressor"
"K18996" "replication initiation protein RepC"
"K18997" "chaperone modulatory protein CbpM"
"K19000" "Rho-binding antiterminator"
"K19002" "1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]"
